GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,15,18,27,82,109,41,153,194,113,438,551
3.750-3.999,10,21,31,19,43,62,36,85,121,65,190,255
3.500-3.749,11,27,38,23,66,89,38,80,118,78,176,254
3.250-3.499,21,27,48,20,36,56,42,64,106,67,107,174
3.000-3.249,18,27,45,23,52,75,36,51,87,63,87,150
2.750-2.999,20,20,40,13,21,34,20,13,33,25,24,49
2.500-2.749,16,16,32,23,14,37,24,10,34,32,32,64
2.250-2.499,9,12,21,0,14,14,5,9,14,10,14,24
2.000-2.249,2,7,9,4,6,10,9,9,18,12,10,22
1.750-1.999,6,2,8,3,8,11,3,0,3,4,3,7
1.500-1.749,4,1,5,1,3,4,1,1,2,2,4,6
1.250-1.499,1,4,5,2,2,4,0,1,1,1,0,1
1.000-1.249,1,1,2,1,0,1,0,1,1,0,2,2
0.750-0.999,1,1,2,1,0,1,0,0,0,1,1,2
0.500-0.749,0,0,0,0,0,0,1,2,3,1,0,1
0.250-0.499,0,2,2,0,0,0,1,0,1,0,1,1
0.000-0.249,3,4,7,5,2,7,1,3,4,12,115,127
